语言学术语	yuyanxueshuyu
照应限定词	zhaoyingxiandingci
照应语	zhaoyingyu
照应约束	zhaoyingyueshu
遮蔽性	zhebixing
折衷法	shezhongfa
折衷语	shezhongyu
折衷主义	shezhongzhuyi
哲学语法	zhexueyufa
哲学语言	zhexueyuyan
哲学语言学	zhexueyuyanxue
哲学语义学	zhexueyuyixue
真诚条件	zhenchengtiaojian
真概括条件	zhengaikuotiaojian
真理现在时	zhenlixianzaishi
真实材料	zhenshicailiao
真实定义	zhenshidingyi
真实性	zhenshixing
真实性原则	zhenshixingyuanze
真势情态	zhenshiqingtai
真值	zhenzhi
真值表	zhenzhibiao
真值条件语义学	zhenzhitiaojianyuyixue
诊断性测试	zhenduanxingceshi
诊断性问卷	zhenduanxingwenjuan
振动反馈	zhendongfankui
振动音	zhendongyin
振幅	zhenfu
整词教学法	zhengcijiaoxuefa
整合教学法	zhenghejiaoxuefa
整合性大纲	zhenghexingdagang
整合语言学	zhengheyuyanxue
整句	zhengju
整群抽样	zhengqunchouyang
整体表象	zhengtibiaoxiang
整体表征	zhengtibiaozheng
整体动机	zhengtidongji
整体教学法	zhengtijiaoxuefa
整体歧义	zhengtiqiyi
整体式学习	zhengtishixuexi
整体问题	zhengtiwenti
整体语误	zhengtiyuwu
整体语言教学法	zhengtiyuyanjiaoxuefa
正规教育	zhengguijiaoyu
正规文法	zhengguiwenfa
正极项	zhengjixiang
正面礼貌策略	zhengmianlimaocelve
正面证据	zhengmianzhengju
正迁移	zhengqianyi
正式交谈	zhengshijiaotan
正式口气	zhengshikouqi
正式言语	zhengshiyanyu
正式英语	zhengshiyingyu
正式语	zhengshiyu
正态分布	zhengtaifenbu
正态化标准分数	zhengtaihuabiaozhunfenshu
正文	zhengwen
正弦波	zhengxianbo
正相关	zhengxiangguan
正向强化	zhengxiangqianghua
正音法	zhengyinfa
正字法	zhengzifa
正字法分节	zhengzifafenjie
支撑词	zhichengci
支撑句	zhichengju
支点语法	zhidianyufa
支配	zhipei
支配范围	zhipeifanwei
支气管	zhiqiguan
支吾	zhiwu
知觉	zhijue
知识表征	zhishibiaozheng
知识的社会建构	zhishideshehuijiangou
知识性学科	zhishixingxueke
知识性阅读	zhishixingyuedu
直观教具	zhiguanjiaoju
直觉	zhijue
直接被动句	zhijiebeidongju
直接宾语	zhijiebinyu
直接宾语关系从句	zhijiebinyuguanxicongju
直接测试学	zhijieceshixue
直接成分	zhijiechengfen
直接成分分析	zhijiechengfenfenxi
直接存取	zhijiecunqu
直接法	zhijiefa
直接负面证据	zhijiefumianzhengju
直接格	zhijiege
直接后照应	zhijiehouzhaoying
直接教学	zhijiejiaoxue
直接教学法	zhijiejiaoxuefa
直接可及	zhijiekeji
直接情景	zhijieqingjing
直接问句	zhijiewenju
直接选择	zhijiexuanze
直接学习策略	zhijiexuexicelve
直接言语行为	zhijieyanyuxingwei
直接以言行事	zhijieyiyanxingshi
直接引语	zhijieyinyu
直接语境	zhijieyujing
直接支配	zhijiezhipei
直接支配规则	zhijiezhipeiguize
直指系统	zhizhixitong
植物符号学	zhiwufuhaoxue
指称	zhicheng
指称标引	zhichengbiaoyin
指称的连续性	zhichengdelianxuxing
指称功能	zhichenggongneng
指称关系	zhichengguanxi
指称晦暗性	zhichenghuianxing
指称间距	zhichengjianju
指称可及性	zhichengkejixing
指称理论	zhichenglilun
指称连贯	zhichenglianguan
指称论	zhichenglun
指称模糊	zhichengmohu
指称声调	zhichengshengdiao
指称依存	zhichengyicun
指称意义	zhichengyiyi
指称语	zhichengyu
指称语义学	zhichengyuyixue
指称转移	zhichengzhuanyi
指代词	zhidaici
指导型讨论	zhidaoxingtaolun
指导型写作	zhidaoxingxiezuo
指导型学习	zhidaoxingxuexi
指导型阅读	zhidaoxingyuedu
指导性访谈	zhidaoxingfangtan
指近代词	zhijindaici
指令型言语行为	zhilingxingyanyuxingwei
指派	zhipai
指示变项	zhishibianxiang
指示代词	zhishidaici
指示功能	zhishigongneng
指示内容	zhishineirong
指示特征	zhishitezheng
指示限定词	zhishixiandingci
指示性	zhishixing
指示意义	zhishiyiyi
指示语	zhishiyu
指示语	zhishiyu
指示语境	zhishiyujing
指数	zhishu
指谓赋值函项	zhiweifuzhihanxiang
指向性原则	zhixiangxingyuanze
指小词缀	zhixiaocizhui
指小动词	zhixiaodongci
指小后缀	zhixiaohouzhui
指引符号	zhiyinfuhao
指引格	zhiyinge
指引性信息	zhiyinxingxinxi
指语	zhiyu
指语术	zhiyushu
指远代词	zhiyuandaici
制图理论	zhitulilun
制约关系	zhiyueguanxi
制约条件	zhiyuetiaojian
制约作用	zhiyuezuoyong
质量保证	zhiliangbaozheng
质量准则	zhiliangzhunze
质重音	zhizhongyin
致使型词缀	zhishixingcizhui
智能模拟	zhinengmoni
置换	zhihuan
中层方言	zhongcengfangyan
中插词缀	zhongchacizhui
中插元音	zhongchayuanyin
中动词	zhongdongci
中动结构	zhongdongjiegou
中动语态	zhongdongyutai
中断	zhongduan
中断音	zhongduanyin
中古英语	zhongguyingyu
中国盒	zhongguohe
中国式英语	zhongguoshiyingyu
中国文字学	zhongguowenzixue
中国训诂学	zhongguoxunguxue
中国音韵学	zhongguoyinyunxue
中国英语	zhongguoyingyu
中国诸民族语言	zhongguozhuminzuyuyan
中和	zhonghe
中和对立	zhongheduili
中间投射	zhongjiantoushe
中间位置	zhongjianweizhi
中间语	zhongjianyu
中间语言法	zhongjianyuyanfa
中间元音	zhongjianyuanyin
中介量值	zhongjieliangzhi
中介语	zhongjieyu
中介语假说	zhongjieyujiashuo
中括号	zhongkuohao
中立性	zhonglixing
中立元音	zhongliyuanyin
中世纪语言学	zhongshijiyuyanxue
中式英语	zhongshiyingyu
中位	zhongwei
中位数	zhongweishu
中心内嵌	zhongxinneiqian
中心图式	zhongxintushi
中心语	zhongxinyu
中心语标记	zhongxinyubiaoji
中心语参数	zhongxinyucanshu
中心语驱动短语结构语法	zhongxinyuqudongduanyujiegouyufa
中心语移位	zhongxinyuyiwei
中心语移位限制	zhongxinyuyiweixianzhi
中心语语法	zhongxinyuyufa
中性	zhongxing
中性词	zhongxingci
中性动词	zhongxingdongci
中性句式特点	zhongxingjushitedian
中性期待回答	zhongxingqidaihuida
中性元音	zhongxingyuanyin
中央失调	zhongyangshitiao
中指	zhongzhi
中缀	zhongzhui
忠实度	zhongshidu
忠实性制约	zhongshixingzhiyue
终点动词	zhongdiandongci
终端	zhongduan
终端成分	zhongduanchengfen
终端符号	zhongduanfuhao
终端合成器	zhongduanhechengqi
终端音	zhongduanyin
终端音渡	zhongduanyindu
终端语符列	zhongduanyufulie
终结性测试	zhongjiexingceshi
终结性评价	zhongjiexingpingjia
种属意义	zhongshuyiyi
种系发生	zhongxifasheng
种族学	zhongzuxue
重读	zhongdu
重读后词	zhongduhouci
重读力	zhongduli
重块头名词短语转移	zhongkuaitoumingciduanyuzhuanyi
重量	zhongliang
众数	zhongshu
重心靠后原则	zhongxinkaohouyuanze
重心名词短语	zhongxinmingciduanyu
重心名词短语转移	zhongxinmingciduanyuzhuanyi
重心在尾	zhongxinzaiwei
重音	zhongyin
重音定时节奏	zhongyindingshijiezou
重音法	zhongyinfa
重音格律诗	zhongyingelvshi
重音渐变	zhongyinjianbian
重音节	zhongyinjie
重音模式	zhongyinmoshi
重音系统	zhongyinxitong
重音学	zhongyinxue
重音移位	zhongyinyiwei
重音音位	zhongyinyinwei
重音转移	zhongyinzhuanyi
周期（的）	zhouqide
（）
周期波	zhouqibo
周期性	zhouqixing
逐步接近法	zhubujiejinfa
逐词翻译	zhucifanyi
逐词阅读	zhuciyuedu
主宾语不对称	zhubinyubuduicheng
主词	zhuci
主从关系	zhucongguanxi
主从向心结构	zhucongxiangxinjiegou
主动宾语言	zhudongbinyuyan
主动词汇	zhudongcihui
主动发音器官	zhudongfayinqiguan
主动教学	zhudongjiaoxue
主动式被动语态	zhudongshibeidongyutai
主动式语言	zhudongshiyuyan
主动态	zhudongtai
主动语言知识	zhudongyuyanzhishi
主格	zhuge
主格	zhuge
主格岛条件	zhugedaotiaojian
主格性失语症	zhugexingshiyuzheng
主格语言	zhugeyuyan
主观化	zhuguanhua
主观识解	zhuguanshijie
主观性	zhuguanxing
主观性测验	zhuguanxingceyan
主价语	zhujiayu
主句	zhuju
主句原则	zhujuyuanze
主题	zhuti
主题访谈法	zhutifangtanfa
主位	zhuwei
主位同一型推进	zhuweitongyixingtuijin
主位推进模式	zhuweituijinmoshi
主要变形部分	zhuyaobianxingbufen
主要词类	zhuyaocilei
主要单位	zhuyaodanwei
主要动词	zhuyaodongci
主要音类特征	zhuyaoyinleitezheng
主音音节	zhuyinyinjie
主语	zhuyu
主语补语	zhuyubuyu
主语孤岛	zhuyugudao
主语控制	zhuyukongzhi
主语命令句	zhuyuminglingju
主语提升	zhuyutisheng
主语突出性语言	zhuyutuchuxingyuyan
主语一致	zhuyuyizhi
主旨翻译	zhuzhifanyi
助词	zhuci
助词移位	zhuciyiwei
助动词	zhudongci
注解	zhujie
注解者	zhujiezhe
注视停留	zhushitingliu
注释	zhushi
注释词表	zhushicibiao
注释者	zhushizhe
注意观	zhuyiguan
注意假设	zhuyijiashe
注意力焦点	zhuyilijiaodian
注意力视窗	zhuyilishichuang
注音	zhuyin
注重形式	zhuzhongxingshi
专门术语	zhuanmenshuyu
专门用途语言	zhuanmenyongtuyuyan
专名学	zhuanmingxue
专心行为	zhuanxinxingwei
专业和语言评估委员会考试	zhuanyeheyuyanpingguweiyuanhuikaoshi
专业写作	zhuanyexiezuo
专义	zhuanyi
专用语言	zhuanyongyuyan
专有名称	zhuanyoumingcheng
专有名词	zhuanyoumingci
专职人员助手	zhuanzhirenyuanzhushou
专注行为	zhuanzhuxingwei
转变格	zhuanbiange
转换	zhuanhuan
转换部分	zhuanhuanbufen
转换法	zhuanhuanfa
转换分析	zhuanhuanfenxi
转换规则	zhuanhuanguize
转换假说	zhuanhuanjiashuo
转换句	zhuanhuanju
转换歧义	zhuanhuanqiyi
转换生成语法	zhuanhuanshengchengyufa
转换史	zhuanhuanshi
转换推导	zhuanhuantuidao
转换形式	zhuanhuanxingshi
转换循环	zhuanhuanxunhuan
转换语法	zhuanhuanyufa
转换制约	zhuanhuanzhiyue
转述	zhuanshu
转述疑问句	zhuanshuyiwenju
转写	zhuanxie
转移网络语法	zhuanyiwangluoyufa
转义	zhuanyi
转音	zhuanyin
转喻	zhuanyu
转折从句	zhuanzhecongju
转折连词	zhuanzhelianci
转折语	zhuanzheyu
庄重交谈	zhuangzhongjiaotan
状态动词	zhuangtaidongci
状语	zhuangyu
状语宾格	zhuangyubinge
状语从句	zhuangyucongju
状语分词	zhuangyufenci
状语分词分句	zhuangyufencifenju
状语孤岛	zhuangyugudao
状语连词	zhuangyulianci
追溯性教学大纲	zhuisuxingjiaoxuedagang
赘代词	zhuidaici
缀合词	zhuiheci
缀合句	zhuiheju
赘言	zhuiyan
准备词	zhunbeici
准被动	zhunbeidong
准备规则	zhunbeiguize
准类型的	zhunleixingde
准论元	zhunlunyuan
准确顺序	zhunqueshunxu
准确性	zhunquexing
准人类文化学	zhunrenleiwenhuaxue
准系动词	zhunxidongci
浊辅音	zhuofuyin
浊音的	zhuoyinde
浊音对清音	zhuoyinduiqingyin
浊音符	zhuoyinfu
浊音符号	zhuoyinfuhao
浊音化	zhuoyinhua
资料提供人	ziliaotigongren
资料性摘要	ziliaoxingzhaiyao
姿态	zitai
咨询式	zixunshi
子测验	ziceyan
子句对等词语	zijuduidengciyu
子名	ziming
子项从属	zixiangcongshu
子语类化	ziyuleihua
子语言	ziyuyan
自闭症	zibizheng
自动变体	zidongbianti
自动处理程序	zidongchulichengxu
自动翻译	zidongfanyi
自动化教学	zidonghuajiaoxue
自动化语言学习	zidonghuayuyanxuexi
自动机	zidongji
自动机理论	zidongjililun
自动联想	zidonglianxiang
自动联想记忆	zidonglianxiangjiyi
自动联想网络	zidonglianxiangwangluo
自动性	zidongxing
自动音变	zidongyinbian
自动装置	zidongzhuangzhi
自读作品	ziduzuopin
自发学习	zifaxuexi
自发音变	zifayinbian
自发噪音	zifazaoyin
自反关系	zifanguanxi
自反性	zifanxing
自利原则	ziliyuanze
自律音位	zilvyinwei
自嵌结构	ziqianjiegou
自然的学习环境	zirandexuexihuanjing
自然等值	zirandengzhi
自然度	zirandu
自然法	ziranfa
自然格	zirange
自然开始	zirankaishi
自然类	ziranlei
自然类术语	ziranleishuyu
自然派	ziranpai
自然生成音系学	ziranshengchengyinxixue
自然生成语法	ziranshengchengyufa
自然顺序假说	ziranshunxujiashuo
自然习得	ziranxide
自然形态学	ziranxingtaixue
自然性	ziranxing
自然言语理解系统	ziranyanyulijiexitong
自然意义	ziranyiyi
自然音变	ziranyinbian
自然音系学	ziranyinxixue
自然语言	ziranyuyan
自然语言处理	ziranyuyanchuli
自然语言分析	ziranyuyanfenxi
自然语言界面	ziranyuyanjiemian
自然语言理解	ziranyuyanlijie
自然语言生成	ziranyuyanshengcheng
自然主义	ziranzhuyi
自然主义	ziranzhuyi
自上而下过程	zishangerxiaguocheng
自我导向学习	ziwodaoxiangxuexi
自我概念	ziwogainian
自我监控	ziwojiankong
自我界定	ziwojieding
自我评定	ziwopingding
自我评估	ziwopinggu
自我评级	ziwopingji
自我渗透性	ziwoshentouxing
自我修正	ziwoxiuzheng
自我中心性	ziwozhongxinxing
自我中心言语	ziwozhongxinyanyu
自我中心语言	ziwozhongxinyuyan
自下而上	zixiaershang
自下而上处理	zixiaershangchuli
自下而上法与自上而下法	zixiaershangfayuzishangerxiafa
自下而上过程	zixiaershangguocheng
自由变体	ziyoubianti
自由变项	ziyoubianxiang
自由变异说	ziyoubianyishuo
自由词组	ziyoucizu
自由的	ziyoude
自由反应题项	ziyoufanyingtixiang
自由反应项	ziyoufanyingxiang
自由关系小句	ziyouguanxixiaoju
自由间接文体	ziyoujianjiewenti
自由句	ziyouju
自由联结	ziyoulianjie
自由实践活动	ziyoushijianhuodong
自由实践阶段	ziyoushijianjieduan
自由体诗	ziyoutishi
自由替换成分	ziyoutihuanchengfen
，	，
自由写作	ziyouxiezuo
自由形式	ziyouxingshi
自由音节	ziyouyinjie
自由语素	ziyouyusu
自由语序	ziyouyuxu
自由语言形式	ziyouyuyanxingshi
自由元音	ziyouyuanyin
自由重音	ziyouzhongyin
自由作文	ziyouzuowen
自指	zizhi
自主词	zizhuci
自主的	zizhude
自主句法	zizhujufa
自主性	zizhuxing
自主学习	zizhuxuexi
自主音变	zizhuyinbian
自主音段	zizhuyinduan
自主音段音系学	zizhuyinduanyinxixue
自主音位	zizhuyinwei
自主音位学	zizhuyinweixue
自主语言	zizhuyuyan
自主语言学	zizhuyuyanxue
自助学习中心	zizhuxuexizhongxin
字	zi
字法学	zifaxue
字符	zifu
字符	zifu
字符的	zifude
字汇	zihui
字面意义	zimianyiyi
字母（音节）重复	zimuyinjiechongfu
字母	zimu
〔德	〕	de
字母	zimu
字母表	zimubiao
字母离合诗	zimuliheshi
字母配列法	zimupeiliefa
字母启蒙教学法	zimuqimengjiaoxuefa
字母文字	zimuwenzi
字母下伸部分	zimuxiashenbufen
字母学	zimuxue
字频	zipin
字素	zisu
字素变体	zisubianti
字位	ziwei
字位变体	ziweibianti
字位学	ziweixue
字形学	zixingxue
字系学	zixixue
字形编码法	zixingbianmafa
字元	ziyuan
综合分析论	zonghefenxilun
综合教学法	zonghejiaoxuefa
综合句	zongheju
综合能力测试	zonghenengliceshi
综合式	zongheshi
综合型语言	zonghexingyuyan
综合语言学	zongheyuyanxue
总体	zongti
纵深研究	zongshenyanjiu
奏效行为	zouxiaoxingwei
族际语言	zujiyuyan
诅咒语	zuzhouyu
阻断顺序	zuduanshunxu
阻尼	zuni
阻塞音	zuseyin
组并	zubing
组合	zuhe
组合测试	zuheceshi
组合式	zuheshi
组合形式	zuhexingshi
组合语素	zuheyusu
组合原则	zuheyuanze
最大节首辅音原则	zuidajieshoufuyinyuanze
最大投射	zuidatoushe
最短距离原则	zuiduanjuliyuanze
最短连接条件	zuiduanlianjietiaojian
最短移位	zuiduanyiwei
最高级	zuigaoji
最佳年龄段假说	zuijianianlingduanjiashuo
最简方案	zuijianfangan
最小对立体	zuixiaoduiliti
最小对立体测试	zuixiaoduiliticeshi
最小对立元	zuixiaoduiliyuan
最小对立元测试	zuixiaoduiliyuanceshi
最小极限单位	zuixiaojixiandanwei
最小投射	zuixiaotoushe
最小自由形式	zuixiaoziyouxingshi
最终习得状态	zuizhongxidezhuangtai
左半球	zuobanqiu
左耳优势	zuoeryoushi
左分支	zuofenzhi
左分支条件	zuofenzhitiaojian
左向边界	zuoxiangbianjie
左向移位结构	zuoxiangyiweijiegou
左易位	zuoyiwei
作格	zuoge
作格动词	zuogedongci
作格性	zuogexing
作格语言	zuogeyuyan
作格语言	zuogeyuyan
作通格语言	zuotonggeyuyan
作文	zuowen
作者身份识别	zuozheshenfenshibie
字母与符号起首	zimuyufuhaoqishou
//音化	yinhua
//音化	yinhua
//音化	yinhua
复数式	fushushi
……化	hua
位置	weizhi
移位	yiwei
语链	yulian
约束	yueshu
听辨测试	tingbianceshi
认知模型	renzhimoxing
型介词	xingjieci
副词	fuci
冠条件	guantiaojian
冠限制	guanxianzhi
量化	lianghua
位置	weizhi
形容词	xingrongci
约束	yueshu
英语	yingyu
型被动结构	xingbeidongjiegou
型虚拟语气	xingxuniyuqi
短语	duanyu
算法	suanfa
测试	ceshi
结构	jiegou
统制	tongzhi
支持	zhichi
结构	jiegou
量化	lianghua
指数	zhishu
形态	xingtai
现象	xianxiang
结构	jiegou
理论	lilun
+输入	shuru
+
统制	tongzhi
音标	yinbiao
类语言	leiyuyan
统制	tongzhi
统制	tongzhi
移位	yiwei
语迹	yuji
单阶标	danjiebiao
插入	charu
语言	yuyan
语言	yuyan
结构	jiegou
系统	xitong
定律	dinglv
标记	biaoji
型凯尔特语	xingkaierteyu
语言	yuyan
型凯尔特语	xingkaierteyu
插入	charu
词语	ciyu
符	fu
类音	leiyin
色彩	secai
音化	yinhua
语言	yuyan
语境基本要素	yujingjibenyaosu
方法	fangfa

类语言	leiyuyan
语迹制约现象	yujizhiyuexianxiang
从句	congju
语迹过滤现象	yujiguolvxianxiang
语迹连用效应	yujilianyongxiaoying
插入	charu
标记	biaoji
形式	xingshi
型行为	xingxingwei
型习得	xingxide
型语言	xingyuyan
式缩略	shisuolve
省略	shenglve
参数	canshu
岛	dao
非移位疑问句	feiyiweiyiwenju
分裂句	fenlieju
孤岛	gudao
提升	tisheng
吸引	xiyin
形式	xingshi
移位	yiwei
移位语言	yiweiyuyan
疑问句	yiwenju
语迹	yuji
构式	goushi
光测量术	guangceliangshu
规约	guiyue
阶标理论	jiebiaolilun
音层	yinceng
分数	fenshu
标记	biaoji
相关	xiangguan
语言学理论与流派	yuyanxuelilunyuliupai
巴士拉学派	bashilaxuepai
病理语言学	bingliyuyanxue
布拉格学派	bulagexuepai
层次语法	cengciyufa
词汇功能语法	cihuigongnengyufa
词语法	ciyufa
德国浪漫主义学派——新洪堡特学	deguolangmanzhuyixuepaixinhongbaotexue
说	shuo
—
德国唯美主义语言学派	deguoweimeizhuyiyuyanxuepai
德国新语法学派	deguoxinyufaxuepai
德国自然主义语言学派	deguoziranzhuyiyuyanxuepai
第二语言习得	dieryuyanxide
对比语言学	duibiyuyanxue
法国功能语言学（法国学派）	faguogongnengyuyanxuefaguoxuepai
法兰西学派	falanxixuepai
法位学	faweixue
范畴语法	fanchouyufa
方言学	fangyanxue
哥本哈根学派	gebenhagenxuepai
格式塔语言学	geshitayuyanxue
格语法	geyufa
工程语言学	gongchengyuyanxue
功能语篇语法	gongnengyupianyufa
构式语法	goushiyufa
古罗马的语言研究	guluomadeyuyanyanjiu
古希腊的语言研究	guxiladeyuyanyanjiu
古印度的语言研究	guyindudeyuyanyanjiu
关系语法	guanxiyufa
广义短语结构语法	guangyiduanyujiegouyufa
汉语音韵学	hanyuyinyunxue
计算语言学	jisuanyuyanxue
教育语言学	jiaoyuyuyanxue
接触语言学	jiechuyuyanxue
结构主义语言学	jiegouzhuyiyuyanxue
角色与参照语法	jueseyucanzhaoyufa
喀山语言学派	kashanyuyanxuepai
库法学派	kufaxuepai
历史比较语言学	lishibijiaoyuyanxue
临床语言学	linchuangyuyanxue
伦敦学派	lundunxuepai
美国描写语言学派	meiguomiaoxieyuyanxuepai
